snapped_at,price,market_cap,total_volume
2016-12-02 00:00:00 UTC,0.012889,8777525,13056
2016-12-03 00:00:00 UTC,0.0126342,8604003,10109
2016-12-04 00:00:00 UTC,0.0116154,7910191,7355
2016-12-05 00:00:00 UTC,0.0128922,8779704,9721
2016-12-06 00:00:00 UTC,0.0121101,8247087,7117
2016-12-07 00:00:00 UTC,0.0110809,7546192,13658
2016-12-08 00:00:00 UTC,0.0107112,7294423,8411
2016-12-09 00:00:00 UTC,0.00963375,6560670,24932
2016-12-10 00:00:00 UTC,0.0113141,7705003,8399
2016-12-11 00:00:00 UTC,0.0109685,7469647,7939
2016-12-12 00:00:00 UTC,0.00913753,6222740,11518
